Outlet_Id,Outlet Name,Outlet Class,Outlet Type,Employee_Code,Employee_Name,Warehouse Code,Warehouse Name
1,ابو السعود,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5,ابو وائل ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
26,الريان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
69,س.م ابو جلالة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
84,ماركت الجمعية,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
85,احمد شلاطة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
92,العفيفي ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
177,قمرين ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
179,ماركت البيت بيتك,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
185,ملك ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
186,نجمة الميدان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
209,ابو الحمايل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
211,العجيزى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
226,بابا هايبر,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
252,ماركت السوق,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
295,سنتر الجوهري,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
325,ماركت ابو زغو,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
359,ماركت سلمي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
370,هايبر ابن البلد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
382,ابو جلهوم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
412,ماركت ابو سعيد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
414,ماركت الزميتي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
463,ماركت الشيخ,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
494,عباد الرحمن,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
509,بنحمدي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
511,ماركت الحسن,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
519,ماركت السلام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
526,ماركت الفارس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
564,عطاره الطيب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
605,ماركت كنزي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
624,جلهوم ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
626,بسينة مطاوع,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
639,تامر شريف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
688,عماد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
732,محمد بلال,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
758,محمد صابر,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
759,ميدو ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
776,محمد عصام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
871,ماركت ام بطة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
886,ماركت السعادة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
924,ام   صابر   مركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
925,احمد  حبيب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
961,على  دريم  ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1050,جمعيتي ا/شريف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1069,ماركت أبو زلط,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1101,ماركت مارتينا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1113,النجار ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1118,بسملة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1124,س.م. وائل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1136,سوبر ماركت نورهان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1138,الاسكندراني,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1152,دريم ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1170,يوسف ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1172,س.م. الحياة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1173,ابو سيفين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1189,س.م السبعي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1192,س.م الايمان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1200,س.م. كير مينا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1210,س.م. النجم الذهبى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1214,سوبر ماركت الاسيوطى / الكهف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1304,النورس ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1308,الياسمين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1312,جدو فتحي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1313,سي تاون,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1322,الانصاري,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1345,اولاد صديق,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1374,ردسى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1385,المنار ١,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1402,العروسه ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1413,الموده,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1417,ابو  زيد ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1420,الازهر الجديد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1425,زمزم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1485,اولاد حسن,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1504,هايبر الكنوز,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1509,ماركت النجمه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1534,جومانا  ورنا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1554,القبطان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1612,ماركت الميدان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1637,السلاموني,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1658,ماركت محمود عتمان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1666,مؤسسة بكره احلى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1703,ماركت الوكيل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1711,العارف بالله ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1757,ماركت ابو يوسف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1769,ماركت العائلة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1807,ماركت الهنا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1820,بقالة سمير,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1829,ماركت رزق البنات,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1845,عيش وجبنة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1856,البان ريتاج,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1857,ماركت الاحمدى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1897,ماركت الحسناء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1916,ندى ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
1997,كيرة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2017,سوبر ماركت اياد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2024,عمرو واياد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2031,أ / المتولي الرمال,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2037,أحمد يسري,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2045,فتوح ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2052,ماركت الحجاز,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2054,الأصلي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2078,الأرنؤطي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2125,ابو احمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2141,ماركت حمادة مصطفى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2146,ماركت شيتوس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2147,ماركت حمادة الدمياطي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2174,Good Drink,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2176,الجمعيه التعاونيه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2225,بونجورنو,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2233,عمو العطار,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2235,اسواق الخطاب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2274,ماركت احمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2277,المتحدة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2286,اسواق طلباتي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2290,ماركت الايمان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2302,ماركت ابو عريضة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2310,سوبر ماركت العمدة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2369,الوليد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2372,ماركت الحمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2393,حسن الحصرى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2401,عباد الرحمن,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2412,المصطفي ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2539,الضوي ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2541,أبو السعد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2556,ام احمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2594,ماركت مازن,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2637,الاسيوطي ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2688,ماثيو ويوسف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2699,ماركت التقوى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2708,ماركت التوائم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2715,علاء الدين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2719,اولاد سعد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2721,حسام حسنى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2732,ماركت علاء الدين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2752,ماركت فيروز,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2762,ماركت حسنى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2797,ميلاد جرجس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2812,ماركت حسام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2814,ماركت روتانا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2822,ماركت الشيماء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2827,ماركت الهيثم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2835,الطيب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2873,ماركت المصطفى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2881,ماركت المحبه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2886,ماركت التقوي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2887,ماركت اشرف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2890,اولاد الشيخ,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2892,ماركت الحرمين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2905,الراعى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2908,اولاد مشيل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2922,ماركت الهرم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2927,ماركت ابومحمود,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2929,ابوحازم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2933,ماركت عمو صالح,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2943,ماركت الامراء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2944,ماركت الخواجه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2949,ماركت نجلاء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2950,ماركت الحبيب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2953,ماركت حمزه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2954,ماركت الهدى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
2966,ماركت اشرف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3139,ماركت الميدان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3141,بسمه ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3157,ماركت كلاشنكوف,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3179,ماركت محمد سمك,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3188,بركات ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3216,بقالة مكة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3273,ماركت مكة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3379,ليجنيد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3405,نجمه دريم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3408,شوب ان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3425,ماركت كنوز,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3433,ال البيت ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3459,البطل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3488,ام ابرار,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3493,الهلالي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3545,الرحمن ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3546,مدحت محمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3549,حسام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3552,ميشيل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3557,حسام سيد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3602,ماركت الحمد لله,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3610,الروماني,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3612,مول الخير,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3634,ابو طه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3665,ماركت داليا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3670,يحيى زكريا ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3683,اسواق زادي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3684,ماركت المهندس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3688,المعتز ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3755,اسواق التحرير,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3797,اسواق البشاير,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3801,ماركت ونس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3827,الحجرانى ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3834,العريان ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3864,محمصة ميلانو,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3869,ماركت بندة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3896,ماركت ميدو,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3909,الامير ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3944,س م ملك,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3956,ماركت مكة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3963,الشيخ ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3971,بام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
3983,المناهرى ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4002,ماركت دارك,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4004,هايبر الخليفه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4008,اسواق الهداية ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4025,ماركت أحمد العكروت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4035,ماركت نعيم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4036,ماركت اولاد عبده,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4038,هايبر الرحابي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4043,ماركت وليد الشمندي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4065,منظفات المصري,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4069,جملة رضوان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4072,انور اسماعيل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4087,ماركت عروس النيل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4092,ماركت الصفوة,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4096,ماركت السنوسي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4098,ماركت زمزم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4105,ماركت ابوعمر,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4112,س م البغدادي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4130,الزهراء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4134,الشيماء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4144,الحسناوي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4148,البطل-شنوده كمال,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4152,اسواق مكه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4160,مصطفي سمير,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4174,الشيخ,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4178,راما,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4193,الادهم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4199,بدر,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4203,ميني مترو اكسبرس,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4210,المدهش,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4229,زمزم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4249,سمسم,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4253,الهدايا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4271,اولاد شعبان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4278,الرحمن-عزت الشاذلي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4284,الراعي الصالح,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4294,الارزاق بالله,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4304,ابو حماده,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4306,الخير المنهمر-بيتر منصور,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4307,بتول ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4316,نور,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4328,بقاله الجزار,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4335,الهيثم ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4346,الهيثم- الرحمن ماركت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4353,منصور,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4362,احباب النبي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4398,عصام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4400,بقاله,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4408,ابو عمرو,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4412,فاضل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4436,وائل فاروق,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4443,الحرمين,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4444,مايكل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4451,البركه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4453,الطيبات,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4469,اسلام,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4483,مروان شومان,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4491,الحاج صفوت,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4508,اولاد رجب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4518,اسعد-ابو عمار,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4530,المكحل,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4532,الحبيب النبي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4544,الاصدقاء,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4548,بقاله,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4967,الحجاج,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
4992,مبشر,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5004,الشهيد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5044,الشيخ رضا,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5064,اولاد شلبى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5072,ماركت مكه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5099,الخطيب,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5104,هايبر المحطه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5105,سوبر مكه,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5122,المصطفى,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5142,العوامي,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
5162,محمد,تجزئه- بقالة,تجزئه,3,Amgad Mohsen,12422,DB 3
23,الحرمين,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
33,السلام,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
78,هيثم سمنودى,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
90,بسم الله,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
91,وجيه درغام,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
97,اللبان,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
138,عبد السلام,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
159,محمد بركات,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
163,السلقينى,تجزئه- بقالة,تجزئه,12,Rep 14,12422,DB 3
